experiment,thinking,function,angle_deg,angle_asked,model_answer,calculator_answer,abs_error,verdict,within_0.001,decimals_given,format_exactly_5dp,tokens_generated,raw_text
5-degree grid,ON,tan,350.0,350.0,-0.17633,-0.176326980708465,3.0192915349835925e-06,PASS,yes,5.0,True,278,-0.17633
5-degree grid,ON,sin,355.0,355.0,-0.08716,-0.08715574274765832,4.257252341682838e-06,PASS,yes,5.0,True,292,-0.08716
5-degree grid,ON,cos,355.0,355.0,0.99619,0.9961946980917455,4.698091745525268e-06,PASS,yes,5.0,True,229,0.99619
5-degree grid,ON,tan,355.0,355.0,-0.08749,-0.08748866352592415,1.3364740758525784e-06,PASS,yes,5.0,True,414,-0.08749
variant: integer (control),OFF,sin,0.0,0.0,0.0,0.0,0.0,PASS,yes,5.0,True,,0.00000
variant: integer (control),OFF,cos,0.0,0.0,1.0,1.0,0.0,PASS,yes,5.0,True,,1.00000
variant: integer (control),OFF,tan,0.0,0.0,0.0,0.0,0.0,PASS,yes,5.0,True,,0.00000
variant: +0.5 degrees,OFF,sin,0.5,0.5,0.00873,0.008726535498373935,3.464501626065236e-06,PASS,yes,5.0,True,,0.00873
variant: +0.5 degrees,OFF,cos,0.5,0.5,0.99996,0.9999619230641713,1.9230641713496865e-06,PASS,yes,5.0,True,,0.99996
variant: +0.5 degrees,OFF,tan,0.5,0.5,0.00873,0.00872686779075879,3.132209241210604e-06,PASS,yes,5.0,True,,0.00873
variant: +0.xx degrees (untabulated),OFF,sin,0.93,0.93,0.01622,0.016230849315290716,1.084931529071742e-05,FAIL,yes,5.0,True,,0.01622
variant: +0.xx degrees (untabulated),OFF,cos,0.93,0.93,0.99988,0.9998682710889991,1.1728911000874476e-05,FAIL,yes,5.0,True,,0.99988
variant: +0.xx degrees (untabulated),OFF,tan,0.93,0.93,0.01623,0.016232987669078654,2.987669078653027e-06,PASS,yes,5.0,True,,0.01623
variant: +360 degrees,OFF,sin,0.0,360.0,0.0,0.0,0.0,PASS,yes,5.0,True,,0.00000
variant: +360 degrees,OFF,cos,0.0,360.0,1.0,1.0,0.0,PASS,yes,5.0,True,,1.00000
variant: +360 degrees,OFF,tan,0.0,360.0,0.0,0.0,0.0,PASS,yes,5.0,True,,0.00000
variant: negative angle,OFF,sin,0.0,0.0,0.0,0.0,0.0,PASS,yes,5.0,True,,0.00000
variant: negative angle,OFF,cos,0.0,0.0,1.0,1.0,0.0,PASS,yes,5.0,True,,1.00000
variant: negative angle,OFF,tan,0.0,0.0,0.0,0.0,0.0,PASS,yes,5.0,True,,0.00000
variant: integer (control),OFF,sin,1.0,1.0,0.01745,0.01745240643728351,2.40643728351142e-06,PASS,yes,5.0,True,,0.01745
variant: integer (control),OFF,cos,1.0,1.0,0.99985,0.9998476951563913,2.3048436087469426e-06,PASS,yes,5.0,True,,0.99985
variant: integer (control),OFF,tan,1.0,1.0,0.01746,0.017455064928217585,4.935071782414396e-06,PASS,yes,5.0,True,,0.01746
variant: +0.5 degrees,OFF,sin,1.5,1.5,0.02618,0.026176948307873153,3.051692126845862e-06,PASS,yes,5.0,True,,0.02618
variant: +0.5 degrees,OFF,cos,1.5,1.5,0.99966,0.9996573249755573,2.6750244427331538e-06,PASS,yes,5.0,True,,0.99966
variant: +0.5 degrees,OFF,tan,1.5,1.5,0.02618,0.02618592156918693,5.921569186932707e-06,FAIL,yes,5.0,True,,0.02618
variant: +0.xx degrees (untabulated),OFF,sin,1.87,1.87,0.03262,0.03263186295825907,1.186295825906375e-05,FAIL,yes,5.0,True,,0.03262
variant: +0.xx degrees (untabulated),OFF,cos,1.87,1.87,0.98229,0.9994674389493003,0.01717743894930035,FAIL,no,5.0,True,,0.98229
variant: +0.xx degrees (untabulated),OFF,tan,1.87,1.87,0.03263,0.03264925067750443,1.9250677504432934e-05,FAIL,yes,5.0,True,,0.03263
variant: +360 degrees,OFF,sin,1.0,361.0,0.62932,0.01745240643728351,0.6118675935627165,FAIL,no,5.0,True,,0.62932
variant: +360 degrees,OFF,cos,1.0,361.0,0.80902,0.9998476951563913,0.1908276951563913,FAIL,no,5.0,True,,0.80902
variant: +360 degrees,OFF,tan,1.0,361.0,0.01746,0.017455064928217585,4.935071782414396e-06,PASS,yes,5.0,True,,0.01746
variant: negative angle,OFF,sin,-1.0,-1.0,-0.01745,-0.01745240643728351,2.40643728351142e-06,PASS,yes,5.0,True,,-0.01745
variant: negative angle,OFF,cos,-1.0,-1.0,0.99985,0.9998476951563913,2.3048436087469426e-06,PASS,yes,5.0,True,,0.99985
variant: negative angle,OFF,tan,-1.0,-1.0,-0.01746,-0.017455064928217585,4.935071782414396e-06,PASS,yes,5.0,True,,-0.01746
variant: integer (control),OFF,sin,2.0,2.0,0.0349,0.03489949670250097,5.032974990312744e-07,PASS,yes,5.0,True,,0.03490
variant: integer (control),OFF,cos,2.0,2.0,0.99939,0.9993908270190958,8.270190957615497e-07,PASS,yes,5.0,True,,0.99939
variant: integer (control),OFF,tan,2.0,2.0,0.03492,0.03492076949174773,7.694917477304997e-07,PASS,yes,5.0,True,,0.03492
variant: +0.5 degrees,OFF,sin,2.5,2.5,0.04362,0.043619387365336,6.126346639989677e-07,PASS,yes,5.0,True,,0.04362
variant: +0.5 degrees,OFF,cos,2.5,2.5,0.99905,0.9990482215818578,1.7784181421953704e-06,PASS,yes,5.0,True,,0.99905
variant: +0.5 degrees,OFF,tan,2.5,2.5,0.04366,0.04366094290851206,9.429085120610248e-07,PASS,yes,5.0,True,,0.04366
variant: +0.xx degrees (untabulated),OFF,sin,2.94,2.94,0.05121,0.051290165334334205,8.016533433420625e-05,FAIL,yes,5.0,True,,0.05121
variant: +0.xx degrees (untabulated),OFF,cos,2.94,2.94,0.97403,0.9986837932699102,0.02465379326991024,FAIL,no,5.0,True,,0.97403
variant: +0.xx degrees (untabulated),OFF,tan,2.94,2.94,0.0513,0.05135776276733092,5.776276733092389e-05,FAIL,yes,5.0,True,,0.05130
variant: +360 degrees,OFF,sin,2.0,362.0,0.58779,0.03489949670250097,0.5528905032974991,FAIL,no,5.0,True,,0.58779
variant: +360 degrees,OFF,cos,2.0,362.0,0.99452,0.9993908270190958,0.0048708270190958025,FAIL,no,5.0,True,,0.99452
variant: +360 degrees,OFF,tan,2.0,362.0,0.03492,0.03492076949174773,7.694917477304997e-07,PASS,yes,5.0,True,,0.03492
variant: negative angle,OFF,sin,-2.0,-2.0,-0.0349,-0.03489949670250097,5.032974990312744e-07,PASS,yes,5.0,True,,-0.03490
variant: negative angle,OFF,cos,-2.0,-2.0,0.99939,0.9993908270190958,8.270190957615497e-07,PASS,yes,5.0,True,,0.99939
variant: negative angle,OFF,tan,-2.0,-2.0,-0.03492,-0.03492076949174773,7.694917477304997e-07,PASS,yes,5.0,True,,-0.03492
variant: integer (control),OFF,sin,3.0,3.0,0.05234,0.052335956242943835,4.043757056163e-06,PASS,yes,5.0,True,,0.05234
variant: integer (control),OFF,cos,3.0,3.0,0.99863,0.9986295347545738,4.652454261844241e-07,PASS,yes,5.0,True,,0.99863
variant: integer (control),OFF,tan,3.0,3.0,0.05241,0.05240777928304121,2.2207169587881714e-06,PASS,yes,5.0,True,,0.05241
variant: +0.5 degrees,OFF,sin,3.5,3.5,0.06105,0.06104853953485687,1.4604651431271432e-06,PASS,yes,5.0,True,,0.06105
variant: +0.5 degrees,OFF,cos,3.5,3.5,0.99803,0.9981347984218669,0.00010479842186694732,FAIL,yes,5.0,True,,0.99803
variant: +0.5 degrees,OFF,tan,3.5,3.5,0.06116,0.061162620150484306,2.6201504843073598e-06,PASS,yes,5.0,True,,0.06116
variant: +0.xx degrees (untabulated),OFF,sin,3.47,3.47,0.06051,0.06052590903199943,1.5909031999425394e-05,FAIL,yes,5.0,True,,0.06051
variant: +0.xx degrees (untabulated),OFF,cos,3.47,3.47,0.96858,0.998166626538801,0.029586626538800953,FAIL,no,5.0,True,,0.96858
variant: +0.xx degrees (untabulated),OFF,tan,3.47,3.47,0.06064,0.060637079444217076,2.920555782923162e-06,PASS,yes,5.0,True,,0.06064
variant: +360 degrees,OFF,sin,3.0,363.0,-0.58779,0.052335956242943835,0.6401259562429439,FAIL,no,5.0,True,,-0.58779
variant: +360 degrees,OFF,cos,3.0,363.0,0.99863,0.9986295347545738,4.652454261844241e-07,PASS,yes,5.0,True,,0.99863
variant: +360 degrees,OFF,tan,3.0,363.0,0.01746,0.05240777928304121,0.034947779283041214,FAIL,no,5.0,True,,0.01746
variant: negative angle,OFF,sin,-3.0,-3.0,-0.05234,-0.052335956242943835,4.043757056163e-06,PASS,yes,5.0,True,,-0.05234
variant: negative angle,OFF,cos,-3.0,-3.0,0.99863,0.9986295347545738,4.652454261844241e-07,PASS,yes,5.0,True,,0.99863
variant: negative angle,OFF,tan,-3.0,-3.0,-0.05241,-0.05240777928304121,2.2207169587881714e-06,PASS,yes,5.0,True,,-0.05241
variant: integer (control),OFF,sin,4.0,4.0,0.06976,0.0697564737441253,3.526255874700124e-06,PASS,yes,5.0,True,,0.06976
variant: integer (control),OFF,cos,4.0,4.0,0.99756,0.9975640502598242,4.050259824195379e-06,PASS,yes,5.0,True,,0.99756
variant: integer (control),OFF,tan,4.0,4.0,0.06993,0.06992681194351041,3.1880564895919727e-06,PASS,yes,5.0,True,,0.06993
variant: +0.5 degrees,OFF,sin,4.5,4.5,0.07846,0.07845909572784494,9.042721550583943e-07,PASS,yes,5.0,True,,0.07846
variant: +0.5 degrees,OFF,cos,4.5,4.5,0.99692,0.996917333733128,2.6662668720645044e-06,PASS,yes,5.0,True,,0.99692
variant: +0.5 degrees,OFF,tan,4.5,4.5,0.0787,0.07870170682461844,1.7068246184331892e-06,PASS,yes,5.0,True,,0.07870
variant: +0.xx degrees (untabulated),OFF,sin,4.14,4.14,0.07218,0.0721937718828606,1.3771882860599827e-05,FAIL,yes,5.0,True,,0.07218
variant: +0.xx degrees (untabulated),OFF,cos,4.14,4.14,0.99733,0.9973906252323237,6.062523232364114e-05,FAIL,yes,5.0,True,,0.99733
variant: +0.xx degrees (untabulated),OFF,tan,4.14,4.14,0.0723,0.07238264533120552,8.264533120551365e-05,FAIL,yes,5.0,True,,0.07230
variant: +360 degrees,OFF,sin,4.0,364.0,0.99452,0.0697564737441253,0.9247635262558747,FAIL,no,5.0,True,,0.99452
variant: +360 degrees,OFF,cos,4.0,364.0,0.99452,0.9975640502598242,0.003044050259824238,FAIL,no,5.0,True,,0.99452
variant: +360 degrees,OFF,tan,4.0,364.0,0.06993,0.06992681194351041,3.1880564895919727e-06,PASS,yes,5.0,True,,0.06993
variant: negative angle,OFF,sin,-4.0,-4.0,-0.06976,-0.0697564737441253,3.526255874700124e-06,PASS,yes,5.0,True,,-0.06976
variant: negative angle,OFF,cos,-4.0,-4.0,0.99756,0.9975640502598242,4.050259824195379e-06,PASS,yes,5.0,True,,0.99756
variant: negative angle,OFF,tan,-4.0,-4.0,-0.06993,-0.06992681194351041,3.1880564895919727e-06,PASS,yes,5.0,True,,-0.06993
variant: integer (control),OFF,sin,5.0,5.0,0.08716,0.08715574274765817,4.2572523418354935e-06,PASS,yes,5.0,True,,0.08716
variant: integer (control),OFF,cos,5.0,5.0,0.99619,0.9961946980917455,4.698091745525268e-06,PASS,yes,5.0,True,,0.99619
variant: integer (control),OFF,tan,5.0,5.0,0.08749,0.08748866352592401,1.3364740759913563e-06,PASS,yes,5.0,True,,0.08749
variant: +0.5 degrees,OFF,sin,5.5,5.5,0.09585,0.09584575252022398,4.247479776023355e-06,PASS,yes,5.0,True,,0.09585
variant: +0.5 degrees,OFF,cos,5.5,5.5,0.99539,0.9953961983671789,6.1983671788556904e-06,FAIL,yes,5.0,True,,0.99539
variant: +0.5 degrees,OFF,tan,5.5,5.5,0.0963,0.09628904819753861,1.0951802461384164e-05,FAIL,yes,5.0,True,,0.09630
variant: +0.xx degrees (untabulated),OFF,sin,5.65,5.65,0.09848,0.0984513622388918,2.8637761108202264e-05,FAIL,yes,5.0,True,,0.09848
variant: +0.xx degrees (untabulated),OFF,cos,5.65,5.65,0.79608,0.9951418638934383,0.19906186389343827,FAIL,no,5.0,True,,0.79608
variant: +0.xx degrees (untabulated),OFF,tan,5.65,5.65,0.0987,0.09893198729848045,0.00023198729848045163,FAIL,yes,5.0,True,,0.09870
variant: +360 degrees,OFF,sin,5.0,365.0,0.42262,0.08715574274765817,0.33546425725234186,FAIL,no,5.0,True,,0.42262
variant: +360 degrees,OFF,cos,5.0,365.0,1.0,0.9961946980917455,0.003805301908254455,FAIL,no,5.0,True,,1.00000
variant: +360 degrees,OFF,tan,5.0,365.0,1.0,0.08748866352592401,0.912511336474076,FAIL,no,,False,,1
variant: negative angle,OFF,sin,-5.0,-5.0,-0.08716,-0.08715574274765817,4.2572523418354935e-06,PASS,yes,5.0,True,,-0.08716
variant: negative angle,OFF,cos,-5.0,-5.0,0.99619,0.9961946980917455,4.698091745525268e-06,PASS,yes,5.0,True,,0.99619
variant: negative angle,OFF,tan,-5.0,-5.0,-0.08749,-0.08748866352592401,1.3364740759913563e-06,PASS,yes,5.0,True,,-0.08749
variant: integer (control),OFF,sin,6.0,6.0,0.10453,0.10452846326765347,1.53673234652707e-06,PASS,yes,5.0,True,,0.10453
variant: integer (control),OFF,cos,6.0,6.0,0.99452,0.9945218953682733,1.8953682733302557e-06,PASS,yes,5.0,True,,0.99452
variant: integer (control),OFF,tan,6.0,6.0,0.1051,0.10510423526567647,4.235265676472144e-06,PASS,yes,5.0,True,,0.10510
variant: +0.5 degrees,OFF,sin,6.5,6.5,0.1132,0.11320321376790672,3.213767906726228e-06,PASS,yes,5.0,True,,0.11320
variant: +0.5 degrees,OFF,cos,6.5,6.5,0.99357,0.9935718556765875,1.8556765875032966e-06,PASS,yes,5.0,True,,0.99357
variant: +0.5 degrees,OFF,tan,6.5,6.5,0.11394,0.1139356083016455,4.391698354505591e-06,PASS,yes,5.0,True,,0.11394
variant: +0.xx degrees (untabulated),OFF,sin,6.01,6.01,0.10483,0.1047020384902862,0.0001279615097138087,FAIL,yes,5.0,True,,0.10483
variant: +0.xx degrees (untabulated),OFF,cos,6.01,6.01,0.9944,0.9945036365624706,0.00010363656247069919,FAIL,yes,5.0,True,,0.99440
variant: +0.xx degrees (untabulated),OFF,tan,6.01,6.01,0.10528,0.10528069947757225,6.99477572252416e-07,PASS,yes,5.0,True,,0.10528
variant: +360 degrees,OFF,sin,6.0,366.0,0.58779,0.10452846326765347,0.48326153673234656,FAIL,no,5.0,True,,0.58779
variant: +360 degrees,OFF,cos,6.0,366.0,0.99452,0.9945218953682733,1.8953682733302557e-06,PASS,yes,5.0,True,,0.99452
variant: +360 degrees,OFF,tan,6.0,366.0,1.0,0.10510423526567647,0.8948957647343235,FAIL,no,,False,,1
variant: negative angle,OFF,sin,-6.0,-6.0,-0.10453,-0.10452846326765347,1.53673234652707e-06,PASS,yes,5.0,True,,-0.10453
variant: negative angle,OFF,cos,-6.0,-6.0,0.99452,0.9945218953682733,1.8953682733302557e-06,PASS,yes,5.0,True,,0.99452
variant: negative angle,OFF,tan,-6.0,-6.0,-0.1051,-0.10510423526567647,4.235265676472144e-06,PASS,yes,5.0,True,,-0.10510
variant: integer (control),OFF,sin,7.0,7.0,0.12187,0.12186934340514748,6.565948525300014e-07,PASS,yes,5.0,True,,0.12187
variant: integer (control),OFF,cos,7.0,7.0,0.99255,0.992546151641322,3.848358678060215e-06,PASS,yes,5.0,True,,0.99255
variant: integer (control),OFF,tan,7.0,7.0,0.12278,0.1227845609029046,4.560902904598985e-06,PASS,yes,5.0,True,,0.12278
variant: +0.5 degrees,OFF,sin,7.5,7.5,0.13053,0.13052619222005157,3.8077799484337316e-06,PASS,yes,5.0,True,,0.13053
variant: +0.5 degrees,OFF,cos,7.5,7.5,0.99144,0.9914448613738104,4.861373810394198e-06,PASS,yes,5.0,True,,0.99144
variant: +0.5 degrees,OFF,tan,7.5,7.5,0.13165,0.13165249758739583,2.4975873958443806e-06,PASS,yes,5.0,True,,0.13165
variant: +0.xx degrees (untabulated),OFF,sin,7.66,7.66,0.1335,0.13329431603619243,0.0002056839638075736,FAIL,yes,5.0,True,,0.13350
variant: +0.xx degrees (untabulated),OFF,cos,7.66,7.66,0.23345,0.9910764982141609,0.757626498214161,FAIL,no,5.0,True,,0.23345
variant: +0.xx degrees (untabulated),OFF,tan,7.66,7.66,0.13455,0.13449447774856726,5.5522251432738035e-05,FAIL,yes,5.0,True,,0.13455
variant: +360 degrees,OFF,sin,7.0,367.0,0.51504,0.12186934340514748,0.39317065659485256,FAIL,no,5.0,True,,0.51504
variant: +360 degrees,OFF,cos,7.0,367.0,0.99863,0.992546151641322,0.0060838483586780345,FAIL,no,5.0,True,,0.99863
variant: +360 degrees,OFF,tan,7.0,367.0,0.01746,0.1227845609029046,0.1053245609029046,FAIL,no,5.0,True,,0.01746
variant: negative angle,OFF,sin,-7.0,-7.0,-0.12187,-0.12186934340514748,6.565948525300014e-07,PASS,yes,5.0,True,,-0.12187
variant: negative angle,OFF,cos,-7.0,-7.0,0.99255,0.992546151641322,3.848358678060215e-06,PASS,yes,5.0,True,,0.99255
variant: negative angle,OFF,tan,-7.0,-7.0,-0.12278,-0.1227845609029046,4.560902904598985e-06,PASS,yes,5.0,True,,-0.12278
variant: integer (control),OFF,sin,8.0,8.0,0.13917,0.13917310096006544,3.100960065449687e-06,PASS,yes,5.0,True,,0.13917
variant: integer (control),OFF,cos,8.0,8.0,0.99027,0.9902680687415704,1.9312584296216073e-06,PASS,yes,5.0,True,,0.99027
variant: integer (control),OFF,tan,8.0,8.0,1.40541,0.14054083470239145,1.2648691652976085,FAIL,no,5.0,True,,1.40541
variant: +0.5 degrees,OFF,sin,8.5,8.5,0.14781,0.14780941112961063,5.888703893675018e-07,PASS,yes,5.0,True,,0.14781
variant: +0.5 degrees,OFF,cos,8.5,8.5,0.98902,0.9890158633619168,4.136638083185318e-06,PASS,yes,5.0,True,,0.98902
variant: +0.5 degrees,OFF,tan,8.5,8.5,0.14951,0.1494510013491278,5.8998650872194025e-05,FAIL,yes,5.0,True,,0.14951
variant: +0.xx degrees (untabulated),OFF,sin,8.1,8.1,0.14231,0.14090123193758267,0.001408768062417326,FAIL,no,5.0,True,,0.14231
variant: +0.xx degrees (untabulated),OFF,cos,8.1,8.1,0.1409,0.9900236577165575,0.8491236577165575,FAIL,no,5.0,True,,0.14090
variant: +0.xx degrees (untabulated),OFF,tan,8.1,8.1,0.14255,0.14232107570294295,0.00022892429705706485,FAIL,yes,5.0,True,,0.14255
variant: +360 degrees,OFF,sin,8.0,368.0,0.99939,0.13917310096006544,0.8602168990399346,FAIL,no,5.0,True,,0.99939
variant: +360 degrees,OFF,cos,8.0,368.0,0.97815,0.9902680687415704,0.012118068741570398,FAIL,no,5.0,True,,0.97815
variant: +360 degrees,OFF,tan,8.0,368.0,0.03492,0.14054083470239145,0.10562083470239145,FAIL,no,5.0,True,,0.03492
variant: negative angle,OFF,sin,-8.0,-8.0,-0.13917,-0.13917310096006544,3.100960065449687e-06,PASS,yes,5.0,True,,-0.13917
variant: negative angle,OFF,cos,-8.0,-8.0,0.99027,0.9902680687415704,1.9312584296216073e-06,PASS,yes,5.0,True,,0.99027
variant: negative angle,OFF,tan,-8.0,-8.0,-0.14054,-0.14054083470239145,8.347023914556662e-07,PASS,yes,5.0,True,,-0.14054
variant: integer (control),OFF,sin,9.0,9.0,0.15643,0.15643446504023087,4.465040230855477e-06,PASS,yes,5.0,True,,0.15643
variant: integer (control),OFF,cos,9.0,9.0,0.98769,0.9876883405951378,1.6594048621865198e-06,PASS,yes,5.0,True,,0.98769
variant: integer (control),OFF,tan,9.0,9.0,0.15838,0.15838444032453627,4.440324536281182e-06,PASS,yes,5.0,True,,0.15838
variant: +0.5 degrees,OFF,sin,9.5,9.5,0.16505,0.16504760586067765,2.39413932234811e-06,PASS,yes,5.0,True,,0.16505
variant: +0.5 degrees,OFF,cos,9.5,9.5,0.98629,0.9862856015372314,4.398462768562261e-06,PASS,yes,5.0,True,,0.98629
variant: +0.5 degrees,OFF,tan,9.5,9.5,0.16714,0.16734260908141957,0.00020260908141955802,FAIL,yes,5.0,True,,0.16714
variant: +0.xx degrees (untabulated),OFF,sin,9.71,9.71,0.16874,0.16866141470772847,7.858529227153244e-05,FAIL,yes,5.0,True,,0.16874
variant: +0.xx degrees (untabulated),OFF,cos,9.71,9.71,0.98633,0.9856740471316,0.0006559528684000338,FAIL,yes,5.0,True,,0.98633
variant: +0.xx degrees (untabulated),OFF,tan,9.71,9.71,0.17088,0.17111276815956383,0.00023276815956382868,FAIL,yes,5.0,True,,0.17088
variant: +360 degrees,OFF,sin,9.0,369.0,0.58779,0.15643446504023087,0.4313555349597692,FAIL,no,5.0,True,,0.58779
variant: +360 degrees,OFF,cos,9.0,369.0,0.80902,0.9876883405951378,0.1786683405951378,FAIL,no,5.0,True,,0.80902
variant: +360 degrees,OFF,tan,9.0,369.0,0.32492,0.15838444032453627,0.1665355596754637,FAIL,no,5.0,True,,0.32492
variant: negative angle,OFF,sin,-9.0,-9.0,-0.15643,-0.15643446504023087,4.465040230855477e-06,PASS,yes,5.0,True,,-0.15643
variant: negative angle,OFF,cos,-9.0,-9.0,0.98769,0.9876883405951378,1.6594048621865198e-06,PASS,yes,5.0,True,,0.98769
variant: negative angle,OFF,tan,-9.0,-9.0,-0.15838,-0.15838444032453627,4.440324536281182e-06,PASS,yes,5.0,True,,-0.15838
variant: integer (control),OFF,sin,10.0,10.0,0.17365,0.17364817766693033,1.8223330696676143e-06,PASS,yes,5.0,True,,0.17365
variant: integer (control),OFF,cos,10.0,10.0,0.98481,0.984807753012208,2.2469877919428782e-06,PASS,yes,5.0,True,,0.98481
variant: integer (control),OFF,tan,10.0,10.0,0.17633,0.17632698070846498,3.019291535011348e-06,PASS,yes,5.0,True,,0.17633
variant: +0.5 degrees,OFF,sin,10.5,10.5,0.18224,0.18223552549214747,4.474507852542109e-06,PASS,yes,5.0,True,,0.18224
variant: +0.5 degrees,OFF,cos,10.5,10.5,0.98325,0.9832549075639546,4.907563954659189e-06,PASS,yes,5.0,True,,0.98325
variant: +0.5 degrees,OFF,tan,10.5,10.5,0.18534,0.18533904493153439,9.550684656189912e-07,PASS,yes,5.0,True,,0.18534
variant: +0.xx degrees (untabulated),OFF,sin,10.83,10.83,0.18738,0.1878956132781661,0.0005156132781660994,FAIL,yes,5.0,True,,0.18738
variant: +0.xx degrees (untabulated),OFF,cos,10.83,10.83,-0.48175,0.9821890034564742,1.463939003456474,FAIL,no,5.0,True,,-0.48175
variant: +0.xx degrees (untabulated),OFF,tan,10.83,10.83,0.19112,0.19130290872421962,0.00018290872421961035,FAIL,yes,5.0,True,,0.19112
variant: +360 degrees,OFF,sin,10.0,370.0,0.64279,0.17364817766693033,0.46914182233306967,FAIL,no,5.0,True,,0.64279
variant: +360 degrees,OFF,cos,10.0,370.0,0.88295,0.984807753012208,0.10185775301220801,FAIL,no,5.0,True,,0.88295
variant: +360 degrees,OFF,tan,10.0,370.0,0.01746,0.17632698070846498,0.15886698070846497,FAIL,no,5.0,True,,0.01746
variant: negative angle,OFF,sin,-10.0,-10.0,-0.17365,-0.17364817766693033,1.8223330696676143e-06,PASS,yes,5.0,True,,-0.17365
variant: negative angle,OFF,cos,-10.0,-10.0,0.98481,0.984807753012208,2.2469877919428782e-06,PASS,yes,5.0,True,,0.98481
variant: negative angle,OFF,tan,-10.0,-10.0,-0.17633,-0.17632698070846498,3.019291535011348e-06,PASS,yes,5.0,True,,-0.17633
variant: integer (control),OFF,sin,11.0,11.0,0.19081,0.1908089953765448,1.0046234552030242e-06,PASS,yes,5.0,True,,0.19081
variant: integer (control),OFF,cos,11.0,11.0,0.98163,0.981627183447664,2.816552336026845e-06,PASS,yes,5.0,True,,0.98163
variant: integer (control),OFF,tan,11.0,11.0,0.19438,0.19438030913771848,3.0913771847940197e-07,PASS,yes,5.0,True,,0.19438
variant: +0.5 degrees,OFF,sin,11.5,11.5,0.19937,0.1993679344171972,2.0655828028015577e-06,PASS,yes,5.0,True,,0.19937
variant: +0.5 degrees,OFF,cos,11.5,11.5,0.40674,0.9799247046208296,0.5731847046208296,FAIL,no,5.0,True,,0.40674
variant: +0.5 degrees,OFF,tan,11.5,11.5,0.20345,0.20345229942369936,2.2994236993645334e-06,PASS,yes,5.0,True,,0.20345
variant: +0.xx degrees (untabulated),OFF,sin,11.94,11.94,0.20683,0.20688726323244572,5.7263232445703416e-05,FAIL,yes,5.0,True,,0.20683
variant: +0.xx degrees (untabulated),OFF,cos,11.94,11.94,0.32557,0.9783647889781136,0.6527947889781136,FAIL,no,5.0,True,,0.32557
variant: +0.xx degrees (untabulated),OFF,tan,11.94,11.94,0.21136,0.21146229459927332,0.00010229459927332818,FAIL,yes,5.0,True,,0.21136
variant: +360 degrees,OFF,sin,11.0,371.0,0.60182,0.1908089953765448,0.4110110046234552,FAIL,no,5.0,True,,0.60182
variant: +360 degrees,OFF,cos,11.0,371.0,-0.87214,0.981627183447664,1.8537671834476641,FAIL,no,5.0,True,,-0.87214
variant: +360 degrees,OFF,tan,11.0,371.0,0.75355,0.19438030913771848,0.5591696908622816,FAIL,no,5.0,True,,0.75355
variant: negative angle,OFF,sin,-11.0,-11.0,-0.19081,-0.1908089953765448,1.0046234552030242e-06,PASS,yes,5.0,True,,-0.19081
variant: negative angle,OFF,cos,-11.0,-11.0,0.98163,0.981627183447664,2.816552336026845e-06,PASS,yes,5.0,True,,0.98163
variant: negative angle,OFF,tan,-11.0,-11.0,-0.19438,-0.19438030913771848,3.0913771847940197e-07,PASS,yes,5.0,True,,-0.19438
variant: integer (control),OFF,sin,12.0,12.0,0.20791,0.20791169081775934,1.6908177593311091e-06,PASS,yes,5.0,True,,0.20791
variant: integer (control),OFF,cos,12.0,12.0,0.97815,0.9781476007338057,2.399266194275107e-06,PASS,yes,5.0,True,,0.97815
variant: integer (control),OFF,tan,12.0,12.0,0.21256,0.21255656167002213,3.438329977872856e-06,PASS,yes,5.0,True,,0.21256
variant: +0.5 degrees,OFF,sin,12.5,12.5,0.21644,0.21643961393810288,3.86061897117429e-07,PASS,yes,5.0,True,,0.21644
variant: +0.5 degrees,OFF,cos,12.5,12.5,0.9763,0.9762960071199334,3.992880066583382e-06,PASS,yes,5.0,True,,0.97630
variant: +0.5 degrees,OFF,tan,12.5,12.5,0.22169,0.22169466264293988,4.662642939884387e-06,PASS,yes,5.0,True,,0.22169
variant: +0.xx degrees (untabulated),OFF,sin,12.67,12.67,0.21914,0.219335385547371,0.000195385547371002,FAIL,yes,5.0,True,,0.21914
variant: +0.xx degrees (untabulated),OFF,cos,12.67,12.67,0.97563,0.975649521419852,1.9521419851953326e-05,FAIL,yes,5.0,True,,0.97563
variant: +0.xx degrees (untabulated),OFF,tan,12.67,12.67,0.22434,0.22480960706891412,0.0004696070689141074,FAIL,yes,5.0,True,,0.22434
variant: +360 degrees,OFF,sin,12.0,372.0,0.60182,0.20791169081775934,0.3939083091822407,FAIL,no,5.0,True,,0.60182
variant: +360 degrees,OFF,cos,12.0,372.0,0.80902,0.9781476007338057,0.16912760073380573,FAIL,no,5.0,True,,0.80902
variant: +360 degrees,OFF,tan,12.0,372.0,0.75355,0.21255656167002213,0.5409934383299779,FAIL,no,5.0,True,,0.75355
variant: negative angle,OFF,sin,-12.0,-12.0,-0.20791,-0.20791169081775934,1.6908177593311091e-06,PASS,yes,5.0,True,,-0.20791
variant: negative angle,OFF,cos,-12.0,-12.0,0.97815,0.9781476007338057,2.399266194275107e-06,PASS,yes,5.0,True,,0.97815
variant: negative angle,OFF,tan,-12.0,-12.0,-0.21256,-0.21255656167002213,3.438329977872856e-06,PASS,yes,5.0,True,,-0.21256
