function,angle_deg,calculator_answer,model_thinking_OFF,error_OFF,pass_OFF,model_thinking_ON,error_ON,pass_ON,tokens_ON,is_pole
cos,168,-0.9781476007338057,-0.97815,2.399266194275107e-06,True,-0.97815,2.399266194275107e-06,True,199,False
tan,168,-0.2125565616700221,-0.24791,0.03535343832997789,False,-0.21256,3.4383299779006116e-06,True,461,False
sin,169,0.19080899537654497,0.19081,1.0046234550364908e-06,True,0.19081,1.0046234550364908e-06,True,195,False
cos,169,-0.981627183447664,-0.98163,2.816552336026845e-06,True,-0.98163,2.816552336026845e-06,True,622,False
tan,169,-0.19438030913771864,-0.18041,0.013970309137718656,False,-0.19438,3.091377186459354e-07,True,416,False
sin,170,0.17364817766693028,0.17365,1.8223330697231255e-06,True,0.17365,1.8223330697231255e-06,True,90,False
cos,170,-0.984807753012208,-0.98481,2.2469877919428782e-06,True,-0.98481,2.2469877919428782e-06,True,182,False
tan,170,-0.1763269807084649,-0.17633,3.0192915350946148e-06,True,-0.17633,3.0192915350946148e-06,True,279,False
sin,171,0.15643446504023098,0.15643,4.465040230966499e-06,True,0.15643,4.465040230966499e-06,True,170,False
cos,171,-0.9876883405951377,-0.98769,1.6594048622975421e-06,True,-0.98769,1.6594048622975421e-06,True,201,False
tan,171,-0.1583844403245364,-0.15838,4.4403245364199595e-06,True,-0.15838,4.4403245364199595e-06,True,614,False
sin,172,0.13917310096006533,0.13917,3.100960065338665e-06,True,0.13917,3.100960065338665e-06,True,179,False
cos,172,-0.9902680687415704,-0.99027,1.9312584296216073e-06,True,-0.99027,1.9312584296216073e-06,True,199,False
tan,172,-0.14054083470239132,-0.14054,8.347023913168883e-07,True,-0.14054,8.347023913168883e-07,True,641,False
sin,173,0.12186934340514755,0.12187,6.565948524606124e-07,True,0.12187,6.565948524606124e-07,True,160,False
cos,173,-0.992546151641322,-0.99255,3.848358678060215e-06,True,-0.99255,3.848358678060215e-06,True,369,False
tan,173,-0.12278456090290465,-0.12278,4.560902904654496e-06,True,-0.12278,4.560902904654496e-06,True,505,False
sin,174,0.10452846326765373,0.10453,1.536732346263392e-06,True,0.10453,1.536732346263392e-06,True,121,False
cos,174,-0.9945218953682733,-0.99452,1.8953682733302557e-06,True,-0.99452,1.8953682733302557e-06,True,218,False
tan,174,-0.10510423526567673,-0.12278,0.017675764734323265,False,-0.1051,4.235265676735822e-06,True,866,False
sin,175,0.0871557427476582,0.08716,4.257252341807738e-06,True,0.08716,4.257252341807738e-06,True,299,False
cos,175,-0.9961946980917455,-0.99619,4.698091745525268e-06,True,-0.99619,4.698091745525268e-06,True,195,False
tan,175,-0.08748866352592402,-0.08749,1.3364740759774785e-06,True,-0.08749,1.3364740759774785e-06,True,382,False
sin,176,0.06975647374412552,0.06976,3.526255874478079e-06,True,0.06976,3.526255874478079e-06,True,309,False
cos,176,-0.9975640502598242,-0.99756,4.050259824195379e-06,True,-0.99756,4.050259824195379e-06,True,379,False
tan,176,-0.06992681194351064,-0.06993,3.188056489369928e-06,True,-0.06993,3.188056489369928e-06,True,945,False
sin,177,0.05233595624294381,0.05234,4.0437570561907554e-06,True,0.05234,4.0437570561907554e-06,True,290,False
cos,177,-0.9986295347545738,-0.99863,4.652454261844241e-07,True,-0.99863,4.652454261844241e-07,True,329,False
tan,177,-0.052407779283041175,-0.05241,2.220716958822866e-06,True,-0.05241,2.220716958822866e-06,True,472,False
sin,178,0.03489949670250114,0.0349,5.032974988578021e-07,True,0.0349,5.032974988578021e-07,True,331,False
cos,178,-0.9993908270190958,-0.99939,8.270190957615497e-07,True,-0.99939,8.270190957615497e-07,True,280,False
tan,178,-0.034920769491747904,-0.03492,7.69491747903972e-07,True,-0.03492,7.69491747903972e-07,True,481,False
sin,179,0.01745240643728344,0.01745,2.4064372834385617e-06,True,0.01745,2.4064372834385617e-06,True,214,False
cos,179,-0.9998476951563913,-0.99985,2.3048436087469426e-06,True,-0.99985,2.3048436087469426e-06,True,199,False
tan,179,-0.01745506492821751,-0.01746,4.935071782490724e-06,True,-0.01746,4.935071782490724e-06,True,425,False
sin,180,1.2246467991473532e-16,0.0,1.2246467991473532e-16,True,0.0,1.2246467991473532e-16,True,81,False
cos,180,-1.0,-1.0,0.0,True,-1.0,0.0,True,81,False
tan,180,-1.2246467991473532e-16,0.0,1.2246467991473532e-16,True,0.0,1.2246467991473532e-16,True,80,False
sin,181,-0.017452406437283637,-0.01745,2.40643728363632e-06,True,-0.01745,2.40643728363632e-06,True,220,False
cos,181,-0.9998476951563913,-0.99985,2.3048436087469426e-06,True,-0.99985,2.3048436087469426e-06,True,245,False
tan,181,0.01745506492821771,-0.01746,0.03491506492821771,False,0.01746,4.935071782289496e-06,True,406,False
sin,182,-0.0348994967025009,-0.99027,0.9553705032974991,False,-0.0349,5.032974991006633e-07,True,383,False
cos,182,-0.9993908270190958,-0.99027,0.009120827019095779,False,-0.99939,8.270190957615497e-07,True,249,False
tan,182,0.034920769491747654,-0.03492,0.06984076949174765,False,0.03492,7.694917476541718e-07,True,307,False
sin,183,-0.052335956242943564,-0.22495,0.17261404375705644,False,-0.05234,4.043757056433617e-06,True,425,False
cos,183,-0.9986295347545738,-0.99863,4.652454261844241e-07,True,-0.99863,4.652454261844241e-07,True,353,False
tan,183,0.05240777928304093,-0.05463,0.10703777928304092,False,0.05241,2.220716959065727e-06,True,504,False
sin,184,-0.06975647374412527,-0.06976,3.5262558747278794e-06,True,-0.06976,3.5262558747278794e-06,True,337,False
cos,184,-0.9975640502598242,-0.99452,0.003044050259824238,False,-0.99756,4.050259824195379e-06,True,242,False
tan,184,0.06992681194351039,-0.12278,0.1927068119435104,False,0.06993,3.1880564896197283e-06,True,980,False
sin,185,-0.08715574274765794,-0.08716,4.257252342057538e-06,True,-0.08716,4.257252342057538e-06,True,327,False
cos,185,-0.9961946980917455,-0.99619,4.698091745525268e-06,True,-0.99619,4.698091745525268e-06,True,208,False
tan,185,0.08748866352592378,-0.08749,0.17497866352592378,False,0.08749,1.3364740762134009e-06,True,361,False
sin,186,-0.1045284632676535,-0.05234,0.0521884632676535,False,-0.10453,1.5367323464993143e-06,True,298,False
cos,186,-0.9945218953682733,-0.99452,1.8953682733302557e-06,True,-0.99452,1.8953682733302557e-06,True,216,False
tan,186,0.10510423526567649,-0.1051,0.2102042352656765,False,0.1051,4.235265676486022e-06,True,355,False
sin,187,-0.12186934340514731,-0.29237,0.1705006565948527,False,-0.12187,6.565948526965348e-07,True,356,False
cos,187,-0.9925461516413221,-0.99144,0.0011061516413221062,False,-0.99255,3.848358677949193e-06,True,261,False
tan,187,0.1227845609029044,-0.12278,0.2455645609029044,False,0.12278,4.560902904404696e-06,True,616,False
sin,188,-0.13917310096006552,-0.20791,0.06873689903993449,False,-0.13917,3.100960065532954e-06,True,311,False
cos,188,-0.9902680687415703,-0.99027,1.9312584297326296e-06,True,-0.99027,1.9312584297326296e-06,True,199,False
tan,188,0.1405408347023915,-0.32492,0.4654608347023915,False,0.14054,8.347023915111773e-07,True,281,False
sin,189,-0.15643446504023073,-0.30902,0.1525855349597693,False,-0.15643,4.465040230716699e-06,True,230,False
cos,189,-0.9876883405951378,-0.98769,1.6594048621865198e-06,True,-0.98769,1.6594048621865198e-06,True,229,False
tan,189,0.15838444032453616,-0.12278,0.28116444032453614,False,0.15838,4.440324536170159e-06,True,273,False
sin,190,-0.17364817766693047,-0.17365,1.8223330695288364e-06,True,-0.17365,1.8223330695288364e-06,True,204,False
cos,190,-0.984807753012208,-0.98481,2.2469877919428782e-06,True,-0.98481,2.2469877919428782e-06,True,217,False
tan,190,0.1763269807084651,-0.17633,0.3526569807084651,False,0.17633,3.0192915349003258e-06,True,144,False
sin,191,-0.19080899537654472,-0.15643,0.03437899537654471,False,-0.19081,1.004623455286291e-06,True,383,False
cos,191,-0.981627183447664,-0.98163,2.816552336026845e-06,True,-0.98163,2.816552336026845e-06,True,381,False
tan,191,0.1943803091377184,-0.20403,0.39841030913771835,False,0.19438,3.0913771839613524e-07,True,520,False
sin,192,-0.2079116908177595,-0.20791,1.6908177594976426e-06,True,-0.20791,1.6908177594976426e-06,True,246,False
cos,192,-0.9781476007338056,-0.97815,2.3992661943861293e-06,True,-0.97815,2.3992661943861293e-06,True,197,False
tan,192,0.2125565616700223,-0.21256,0.4251165616700223,False,0.21256,3.4383299777063225e-06,True,492,False
sin,193,-0.22495105434386498,-0.22495,1.054343864964613e-06,True,-0.22495,1.054343864964613e-06,True,494,False
cos,193,-0.9743700647852352,-0.97437,6.478523528752334e-08,True,-0.97437,6.478523528752334e-08,True,281,False
tan,193,0.2308681911255631,-0.22395,0.4548181911255631,False,0.23087,1.8088744369038068e-06,True,228,False
sin,194,-0.2419218955996675,-0.24192,1.8955996675118492e-06,True,-0.24192,1.8955996675118492e-06,True,343,False
cos,194,-0.9702957262759965,-0.96126,0.00903572627599647,False,-0.9703,4.273724003578394e-06,True,429,False
tan,194,0.24932800284318044,-0.24933,0.4986580028431804,False,0.24933,1.997156819560919e-06,True,377,False
sin,195,-0.2588190451025208,-0.25882,9.548974791995235e-07,True,-0.25882,9.548974791995235e-07,True,295,False
cos,195,-0.9659258262890683,-0.96593,4.173710931643093e-06,True,-0.96593,4.173710931643093e-06,True,279,False
tan,195,0.2679491924311227,0.46631,0.1983608075688773,False,0.26795,8.075688773256928e-07,True,202,False
sin,196,-0.275637355816999,-0.96126,0.685622644183001,False,-0.27564,2.644183000999334e-06,True,344,False
cos,196,-0.9612616959383189,-0.96126,1.6959383188908106e-06,True,-0.96126,1.6959383188908106e-06,True,1551,False
tan,196,0.28674538575880776,-0.24933,0.5360753857588078,False,5.8277e-05,0.28668710875880776,False,2048,False
sin,197,-0.29237170472273677,-0.9205,0.6281282952772632,False,-0.29237,1.7047227367505968e-06,True,532,False
cos,197,-0.9563047559630354,-0.9563,4.755963035396604e-06,True,-0.9563,4.755963035396604e-06,True,355,False
tan,197,0.30573068145866045,-0.27465,0.5803806814586605,False,0.30573,6.814586604453332e-07,True,921,False
sin,198,-0.3090169943749473,-0.30902,3.0056250527321637e-06,True,-0.30902,3.0056250527321637e-06,True,279,False
cos,198,-0.9510565162951536,-0.95106,3.4837048463742804e-06,True,-0.95106,3.4837048463742804e-06,True,262,False
tan,198,0.3249196962329062,-0.28636,0.6112796962329061,False,0.32492,3.037670938121906e-07,True,297,False
sin,199,-0.32556815445715676,-0.32557,1.8455428432706533e-06,True,-0.32557,1.8455428432706533e-06,True,262,False
cos,199,-0.9455185755993167,-0.94552,1.4244006832919709e-06,True,-0.94552,1.4244006832919709e-06,True,376,False
tan,199,0.3443276132896654,-0.34433,0.6886576132896653,False,0.34433,2.3867103346453256e-06,True,320,False
sin,200,-0.34202014332566866,-0.34202,1.4332566866670504e-07,True,-0.34202,1.4332566866670504e-07,True,184,False
cos,200,-0.9396926207859084,-0.93969,2.6207859084026452e-06,True,-0.93969,2.6207859084026452e-06,True,193,False
tan,200,0.3639702342662023,0.36397,2.342662022702946e-07,True,0.36397,2.342662022702946e-07,True,115,False
sin,201,-0.35836794954530043,-0.34202,0.016347949545300444,False,-0.35837,2.050454699586979e-06,True,301,False
cos,201,-0.9335804264972017,-0.93969,0.006109573502798282,False,-0.93358,4.264972017775648e-07,True,1198,False
tan,201,0.383864035035416,0.36397,0.01989403503541598,False,0.38386,4.035035416016797e-06,True,424,False
sin,202,-0.374606593415912,-0.34202,0.032586593415912024,False,-0.37461,3.406584087983777e-06,True,349,False
cos,202,-0.9271838545667874,-0.93969,0.012506145433212601,False,-0.92718,3.854566787420133e-06,True,244,False
tan,202,0.4040262258351568,0.36397,0.04005622583515678,False,0.40403,3.7741648432065844e-06,True,321,False
sin,203,-0.39073112848927355,-0.39073,1.1284892735274887e-06,True,-0.39073,1.1284892735274887e-06,True,274,False
cos,203,-0.9205048534524404,-0.9205,4.853452440389816e-06,True,-0.9205,4.853452440389816e-06,True,333,False
tan,203,0.4244748162096045,-0.22395,0.6484248162096045,False,0.0,0.4244748162096045,False,2048,False
sin,204,-0.4067366430758002,-0.39073,0.016006643075800187,False,-0.40674,3.356924199782174e-06,True,264,False
cos,204,-0.9135454576426009,-0.91355,4.542357399106578e-06,True,-0.91355,4.542357399106578e-06,True,369,False
tan,204,0.44522868530853615,-0.36397,0.8091986853085362,False,0.44523,1.314691463860651e-06,True,1274,False
sin,205,-0.4226182617406993,-0.42262,1.7382593007209124e-06,True,-0.42262,1.7382593007209124e-06,True,174,False
cos,205,-0.90630778703665,-0.90631,2.212963349901287e-06,True,-0.90631,2.212963349901287e-06,True,192,False
tan,205,0.46630765815499836,0.36397,0.10233765815499835,False,0.46631,2.3418450016410297e-06,True,240,False
sin,206,-0.43837114678907746,-0.43837,1.1467890774774503e-06,True,-0.43837,1.1467890774774503e-06,True,315,False
cos,206,-0.8987940462991669,-0.89879,4.0462991669487636e-06,True,-0.89879,4.0462991669487636e-06,True,333,False
tan,206,0.4877325885658615,-0.36397,0.8517025885658616,False,0.48773,2.588565861494363e-06,True,276,False
sin,207,-0.4539904997395467,-0.45399,4.997395466888044e-07,True,-0.45399,4.997395466888044e-07,True,267,False
cos,207,-0.8910065241883679,-0.89101,3.4758116320698917e-06,True,-0.89101,3.4758116320698917e-06,True,308,False
tan,207,0.5095254494944287,-0.36397,0.8734954494944287,False,0.50953,4.550505571354613e-06,True,223,False
sin,208,-0.46947156278589086,-0.46947,1.5627858908628944e-06,True,-0.46947,1.5627858908628944e-06,True,302,False
cos,208,-0.8829475928589269,-0.88295,2.4071410731352216e-06,True,-0.88295,2.4071410731352216e-06,True,355,False
tan,208,0.5317094316614789,-0.36397,0.8956794316614789,False,0.53171,5.683385211341374e-07,True,260,False
sin,209,-0.48480962024633695,-0.48481,3.7975366307119174e-07,True,-0.48481,3.7975366307119174e-07,True,1703,False
cos,209,-0.8746197071393959,-0.87462,2.928606041008308e-07,True,-0.87462,2.928606041008308e-07,True,213,False
tan,209,0.5543090514527688,-0.36397,0.9182790514527688,False,0.07735026918,0.4769587822727688,False,2048,False
sin,210,-0.5000000000000001,-0.5,1.1102230246251565e-16,True,-0.5,1.1102230246251565e-16,True,80,False
cos,210,-0.8660254037844386,-0.86603,4.59621556136991e-06,True,-0.86603,4.59621556136991e-06,True,275,False
tan,210,0.577350269189626,0.57735,2.691896259232607e-07,True,0.57735,2.691896259232607e-07,True,174,False
sin,211,-0.5150380749100542,-0.51504,1.9250899458977955e-06,True,-0.51504,1.9250899458977955e-06,True,1721,False
cos,211,-0.8571673007021123,-0.85717,2.6992978876538842e-06,True,-0.85717,2.6992978876538842e-06,True,391,False
tan,211,0.6008606190275604,-0.20403,0.8048906190275604,False,0.60086,6.190275604334161e-07,True,319,False
sin,212,-0.5299192642332048,-0.52992,7.357667951568558e-07,True,-0.52992,7.357667951568558e-07,True,263,False
cos,212,-0.8480480961564261,-0.84805,1.9038435739027193e-06,True,-0.84805,1.9038435739027193e-06,True,207,False
tan,212,0.6248693519093271,-1.15037,1.775239351909327,False,0.62487,6.480906729056102e-07,True,334,False
sin,213,-0.5446390350150271,-0.54464,9.649849729287396e-07,True,-0.54464,9.649849729287396e-07,True,199,False
cos,213,-0.838670567945424,-0.83867,5.679454240237192e-07,True,-0.83867,5.679454240237192e-07,True,347,False
tan,213,0.6494075931975106,-0.12278,0.7721875931975106,False,0.64941,2.4068024894186024e-06,True,459,False
sin,214,-0.5591929034707467,-0.55919,2.903470746717929e-06,True,-0.55919,2.903470746717929e-06,True,297,False
cos,214,-0.8290375725550418,-0.82904,2.4274449581529467e-06,True,-0.82904,2.4274449581529467e-06,True,287,False
tan,214,0.6745085168424263,-1.15037,1.8248785168424262,False,0.67451,1.4831575737561664e-06,True,285,False
sin,215,-0.5735764363510462,-0.57358,3.5636489538193317e-06,True,-0.57358,3.5636489538193317e-06,True,204,False
cos,215,-0.8191520442889918,-0.81915,2.0442889917537954e-06,True,-0.81915,2.0442889917537954e-06,True,186,False
tan,215,0.7002075382097098,0.41421,0.2859975382097098,False,0.70021,2.4617902901757915e-06,True,221,False
sin,216,-0.587785252292473,-0.58779,4.747707527008593e-06,True,-0.58779,4.747707527008593e-06,True,543,False
cos,216,-0.8090169943749476,-0.80902,3.005625052399097e-06,True,-0.80902,3.005625052399097e-06,True,239,False
tan,216,0.7265425280053607,-0.72654,1.4530825280053605,False,0.72654,2.5280053607135144e-06,True,292,False
sin,217,-0.6018150231520484,-0.61566,0.013844976847951607,False,-0.60182,4.976847951643215e-06,True,424,False
cos,217,-0.7986355100472928,-0.79864,4.489952707187328e-06,True,-0.79864,4.489952707187328e-06,True,333,False
tan,217,0.7535540501027943,-0.12278,0.8763340501027943,False,0.75355,4.050102794250776e-06,True,313,False
sin,218,-0.6156614753256582,-0.61566,1.4753256581956364e-06,True,-0.61566,1.4753256581956364e-06,True,316,False
cos,218,-0.788010753606722,-0.78801,7.536067220259568e-07,True,-0.78801,7.536067220259568e-07,True,310,False
tan,218,0.7812856265067173,-0.8145,1.5957856265067174,False,0.78129,4.373493282749941e-06,True,449,False
sin,219,-0.6293203910498376,-0.62932,3.9104983762250356e-07,True,-0.62932,3.9104983762250356e-07,True,258,False
cos,219,-0.7771459614569708,-0.77715,4.03854302921669e-06,True,-0.77715,4.03854302921669e-06,True,524,False
tan,219,0.8097840331950074,-0.79747,1.6072540331950074,False,0.80978,4.033195007302481e-06,True,364,False
sin,220,-0.6427876096865393,-0.64279,2.3903134607206056e-06,True,-0.64279,2.3903134607206056e-06,True,199,False
cos,220,-0.766044443118978,-0.76604,4.443118977959237e-06,True,-0.76604,4.443118977959237e-06,True,196,False
tan,220,0.8390996311772799,0.8391,3.688227200315808e-07,True,0.8391,3.688227200315808e-07,True,423,False
sin,221,-0.656059028990507,-0.6561,4.097100949296273e-05,False,-0.65606,9.710094929227253e-07,True,307,False
cos,221,-0.7547095802227721,-0.75471,4.197772278669021e-07,True,-0.75471,4.197772278669021e-07,True,341,False
tan,221,0.8692867378162262,-1.03553,1.9048167378162262,False,0.86929,3.262183773777849e-06,True,276,False
sin,222,-0.6691306063588582,-0.66913,6.063588582350121e-07,True,-0.66913,6.063588582350121e-07,True,295,False
cos,222,-0.7431448254773942,-0.74314,4.825477394221345e-06,True,-0.74314,4.825477394221345e-06,True,320,False
tan,222,0.9004040442978399,-0.80978,1.71018404429784,False,0.9004,4.044297839955746e-06,True,338,False
sin,223,-0.6819983600624984,-0.68199,8.360062498380394e-06,False,-0.682,1.639937501685118e-06,True,382,False
cos,223,-0.7313537016191706,-0.73135,3.70161917062628e-06,True,-0.73135,3.70161917062628e-06,True,435,False
tan,223,0.9325150861376613,-0.80978,1.7422950861376614,False,0.93252,4.913862338695729e-06,True,440,False
sin,224,-0.6946583704589974,-0.69466,1.6295410026900825e-06,True,-0.69466,1.6295410026900825e-06,True,326,False
cos,224,-0.7193398003386511,-0.71934,1.9966134889859433e-07,True,-0.71934,1.9966134889859433e-07,True,325,False
tan,224,0.9656887748070742,-0.9163,1.8819887748070743,False,0.96569,1.225192925891072e-06,True,1867,False
sin,225,-0.7071067811865475,-0.70711,3.218813452554592e-06,True,-0.70711,3.218813452554592e-06,True,99,False
cos,225,-0.7071067811865477,-0.70711,3.2188134523325473e-06,True,-0.70711,3.2188134523325473e-06,True,234,False
tan,225,0.9999999999999997,1.0,3.3306690738754696e-16,True,1.0,3.3306690738754696e-16,True,104,False
sin,226,-0.7193398003386512,-0.71934,1.9966134878757202e-07,True,-0.71934,1.9966134878757202e-07,True,331,False
cos,226,-0.6946583704589973,-0.69466,1.6295410028011048e-06,True,-0.69466,1.6295410028011048e-06,True,307,False
tan,226,1.0355303137905696,-1.03553,2.0710603137905697,False,1.03553,3.1379056952829387e-07,True,406,False
sin,227,-0.7313537016191705,-0.73135,3.701619170515258e-06,True,-0.73135,3.701619170515258e-06,True,349,False
cos,227,-0.6819983600624986,-0.68199,8.360062498602439e-06,False,-0.682,1.6399375014630735e-06,True,458,False
tan,227,1.0723687100246824,-1.05797,2.1303387100246827,False,1.07237,1.2899753176753848e-06,True,407,False
sin,228,-0.7431448254773944,-0.74314,4.825477394332367e-06,True,-0.74314,4.825477394332367e-06,True,353,False
cos,228,-0.6691306063588581,-0.66913,6.063588581239898e-07,True,-0.66913,6.063588581239898e-07,True,329,False
tan,228,1.1106125148291932,-1.07868,2.1892925148291935,False,1.11061,2.514829193112078e-06,True,317,False
sin,229,-0.754709580222772,-0.62932,0.12538958022277202,False,-0.75471,4.197772279779244e-07,True,315,False
cos,229,-0.6560590289905073,-0.65606,9.710094927006807e-07,True,-0.65606,9.710094927006807e-07,True,360,False
tan,229,1.1503684072210094,-1.05674,2.2071084072210096,False,1.15037,1.5927789904779388e-06,True,291,False
sin,230,-0.7660444431189779,-0.76604,4.443118977848215e-06,True,-0.76604,4.443118977848215e-06,True,198,False
cos,230,-0.6427876096865395,-0.64279,2.390313460498561e-06,True,-0.64279,2.390313460498561e-06,True,250,False
tan,230,1.1917535925942093,0.78129,0.4104635925942093,False,1.19175,3.592594209234079e-06,True,258,False
sin,231,-0.7771459614569706,-0.77715,4.038543029438735e-06,True,-0.77715,4.038543029438735e-06,True,394,False
cos,231,-0.6293203910498378,-0.62932,3.9104983784454816e-07,True,-0.62932,3.9104983784454816e-07,True,270,False
tan,231,1.2348971565350502,-0.78129,2.01618715653505,False,1.2349,2.8434649499420317e-06,True,663,False
sin,232,-0.7880107536067221,-0.78801,7.536067221369791e-07,True,-0.78801,7.536067221369791e-07,True,265,False
cos,232,-0.6156614753256581,-0.61566,1.4753256580846141e-06,True,-0.61566,1.4753256580846141e-06,True,322,False
tan,232,1.2799416321930794,-0.78129,2.0612316321930795,False,2.0,0.7200583678069206,False,2048,False
sin,233,-0.7986355100472928,-0.80076,0.002124489952707198,False,-0.79864,4.489952707187328e-06,True,366,False
cos,233,-0.6018150231520483,-0.60182,4.9768479517542374e-06,True,-0.60182,4.9768479517542374e-06,True,500,False
tan,233,1.32704482162041,-0.88509,2.21213482162041,False,1.32704,4.821620410044858e-06,True,356,False
sin,234,-0.8090169943749473,-0.82904,0.02002300562505266,False,-0.80902,3.0056250526211414e-06,True,339,False
cos,234,-0.5877852522924732,-0.58779,4.747707526786549e-06,True,-0.58779,4.747707526786549e-06,True,252,False
tan,234,1.3763819204711731,-0.88167,2.258051920471173,False,1.37638,1.9204711732001556e-06,True,276,False
sin,235,-0.8191520442889916,-0.81915,2.044288991531751e-06,True,-0.81915,2.044288991531751e-06,True,203,False
cos,235,-0.5735764363510464,-0.57358,3.563648953597287e-06,True,-0.57358,3.563648953597287e-06,True,324,False
tan,235,1.4281480067421135,0.41421,1.0139380067421135,False,1.42815,1.9932578865233808e-06,True,323,False
sin,236,-0.8290375725550418,-0.82904,2.4274449581529467e-06,True,-0.82904,2.4274449581529467e-06,True,270,False
cos,236,-0.5591929034707466,-0.55919,2.9034707466069065e-06,True,-0.55919,2.9034707466069065e-06,True,308,False
tan,236,1.4825609685127412,-0.8391,2.321660968512741,False,1.48256,9.685127411174221e-07,True,1018,False
sin,237,-0.838670567945424,-0.83867,5.679454240237192e-07,True,-0.83867,5.679454240237192e-07,True,390,False
cos,237,-0.544639035015027,-0.54464,9.64984973039762e-07,True,-0.54464,9.64984973039762e-07,True,380,False
tan,237,1.5398649638145834,-0.86929,2.4091549638145833,False,1.53986,4.963814583369697e-06,True,364,False
sin,238,-0.848048096156426,-0.84805,1.9038435740137416e-06,True,-0.84805,1.9038435740137416e-06,True,331,False
cos,238,-0.529919264233205,-0.52992,7.357667949348112e-07,True,-0.52992,7.357667949348112e-07,True,467,False
tan,238,1.6003345290410502,-0.88167,2.48200452904105,False,0.0,1.6003345290410502,False,2048,False
sin,239,-0.8571673007021121,-0.85717,2.699297887875929e-06,True,-0.85717,2.699297887875929e-06,True,302,False
cos,239,-0.5150380749100545,-0.51504,1.9250899455647286e-06,True,-0.51504,1.9250899455647286e-06,True,317,False
tan,239,1.664279482350517,-0.88165,2.545929482350517,False,3.0,1.335720517649483,False,2048,False
sin,240,-0.8660254037844384,-0.86603,4.596215561591954e-06,True,-0.86603,4.596215561591954e-06,True,304,False
cos,240,-0.5000000000000004,-0.5,4.440892098500626e-16,True,-0.5,4.440892098500626e-16,True,90,False
tan,240,1.7320508075688754,1.73205,8.075688753272914e-07,True,1.73205,8.075688753272914e-07,True,140,False
sin,241,-0.874619707139396,-0.87462,2.928606039898085e-07,True,-0.87462,2.928606039898085e-07,True,408,False
cos,241,-0.48480962024633684,-0.48481,3.7975366318221404e-07,True,-0.48481,3.7975366318221404e-07,True,685,False
tan,241,1.804047755271425,-1.15037,2.954417755271425,False,1.80405,2.244728575018229e-06,True,1593,False
sin,242,-0.882947592858927,-0.88295,2.4071410730241993e-06,True,-0.88295,2.4071410730241993e-06,True,381,False
cos,242,-0.46947156278589075,-0.46947,1.5627858907518721e-06,True,-0.46947,1.5627858907518721e-06,True,363,False
tan,242,1.8807264653463323,-0.88167,2.762396465346332,False,1.0,0.8807264653463323,False,2048,False
sin,243,-0.8910065241883678,-0.89101,3.475811632180914e-06,True,-0.89101,3.475811632180914e-06,True,431,False
cos,243,-0.4539904997395469,-0.45399,4.99739546910849e-07,True,-0.45399,4.99739546910849e-07,True,456,False
tan,243,1.9626105055051497,-0.88167,2.8442805055051497,False,0.03738,1.9252305055051497,False,2048,False
sin,244,-0.8987940462991668,-0.89879,4.046299166837741e-06,True,-0.89879,4.046299166837741e-06,True,393,False
cos,244,-0.43837114678907774,-0.43837,1.146789077755006e-06,True,-0.43837,1.146789077755006e-06,True,349,False
tan,244,2.0503038415792942,-0.88167,2.9319738415792944,False,2.0503,3.841579294228126e-06,True,319,False
sin,245,-0.90630778703665,-0.90631,2.212963349901287e-06,True,-0.90631,2.212963349901287e-06,True,285,False
cos,245,-0.42261826174069916,-0.42262,1.7382593008319347e-06,True,-0.42262,1.7382593008319347e-06,True,296,False
tan,245,2.1445069205095604,0.5543,1.5902069205095604,False,2.14451,3.0794904395392564e-06,True,360,False
sin,246,-0.913545457642601,-0.91355,4.542357398995556e-06,True,-0.91355,4.542357398995556e-06,True,405,False
cos,246,-0.4067366430758001,-0.40674,3.3569241998931965e-06,True,-0.40674,3.3569241998931965e-06,True,193,False
tan,246,2.246036773904217,-0.88167,3.127706773904217,False,2.24604,3.226095782959959e-06,True,243,False
sin,247,-0.9205048534524403,-0.9205,4.853452440278794e-06,True,-0.9205,4.853452440278794e-06,True,277,False
cos,247,-0.3907311284892738,-0.39073,1.1284892738050445e-06,True,-0.39073,1.1284892738050445e-06,True,316,False
tan,247,2.3558523658237522,-0.86929,3.225142365823752,False,2.35585,2.365823752015217e-06,True,379,False
sin,248,-0.9271838545667873,-0.92718,3.8545667873091105e-06,True,-0.92718,3.8545667873091105e-06,True,415,False
cos,248,-0.3746065934159123,-0.37461,3.4065840877062215e-06,True,-0.37461,3.4065840877062215e-06,True,312,False
tan,248,2.4750868534162938,-0.8391,3.3141868534162935,False,2.47509,3.146583706037376e-06,True,498,False
sin,249,-0.9335804264972016,-0.93358,4.264972016665425e-07,True,-0.93358,4.264972016665425e-07,True,335,False
cos,249,-0.3583679495453007,-0.35837,2.050454699309423e-06,True,-0.35837,2.050454699309423e-06,True,317,False
tan,249,2.605089064693798,-0.86929,3.4743790646937978,False,2.60509,9.353062022654512e-07,True,900,False
sin,250,-0.9396926207859084,-0.93969,2.6207859084026452e-06,True,-0.93969,2.6207859084026452e-06,True,193,False
cos,250,-0.34202014332566855,-0.34202,1.4332566855568274e-07,True,-0.34202,1.4332566855568274e-07,True,192,False
tan,250,2.7474774194546243,-0.46631,3.2137874194546243,False,2.74748,2.5805453756078123e-06,True,472,False
sin,251,-0.9455185755993168,-0.95949,0.013971424400683108,False,-0.94552,1.4244006831809486e-06,True,336,False
